ttnumber,Action,Adventure,Animation,Comedy,Crime,Horror,Documentary,Biography,Drama,Romance,Sci-Fi,Thriller,Family,Fantasy,History,Mystery,Sport,Music,gross
tt0265087,0.0,65532685.7885,0.0,66800188.9737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60909545.4677,0.0,0.0,0.0,0.0,25321238.0
tt0461770,0.0,0.0,153225064.581,151672335.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142731545.715,0.0,0.0,0.0,0.0,0.0,49806323.0
tt0489281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27752109.2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1518377.0
tt0489282,0.0,27930876.4786,0.0,20358566.3006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47993964.0
tt0450232,47949279.4766,0.0,0.0,0.0,51445390.7025,0.0,0.0,0.0,59379317.8057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98526150.0
tt0339034,0.0,0.0,0.0,12736807.8247,0.0,0.0,0.0,0.0,0.0,15837857.9369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999794.0
tt0814314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63781514.4365,64981462.7581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4078752.0
tt0190332,15659493.3229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24883643.0427,23788870.1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9438221.0
tt0443489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50732400.7746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15328015.6148,102219541.0
tt2561572,0.0,0.0,0.0,110445615.238,97312379.9535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33070123.0
tt1967545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12601252.1969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34942763.0
tt2243537,0.0,0.0,0.0,58003533.8829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42241239.4908,0.0,0.0,0.0,0.0,143216277.0
tt1045658,0.0,0.0,0.0,19219022.8185,0.0,0.0,0.0,0.0,21587272.5362,21187346.6401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199998260.0
tt1343092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170336583.522,175228251.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8475143.0
tt0337909,0.0,0.0,0.0,19109305.4289,0.0,0.0,0.0,0.0,19478032.4418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15201603.0
tt0804497,0.0,0.0,0.0,15540500.115,0.0,0.0,0.0,0.0,14540083.3204,17570521.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3511021.0
tt0309530,0.0,0.0,0.0,25833376.6859,0.0,0.0,0.0,0.0,0.0,28755080.6044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55253972.0
tt2224026,0.0,171384867.095,197813415.482,193856469.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147867455.0
tt0361862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14224039.2567,0.0,0.0,12962393.0218,0.0,0.0,0.0,0.0,0.0,0.0,2841407.0
tt1001562,0.0,0.0,0.0,11749667.8009,9278414.63212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32658550.0
tt4056738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11008981.9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700113.0
tt3170832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13265505.6884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96414082.0
tt0472033,40544520.02,50239167.5556,56584894.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55114060.0
tt0379865,0.0,0.0,0.0,57835857.6587,0.0,0.0,0.0,0.0,58402601.1518,58622395.1164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44834230.0
tt0435625,0.0,24899784.1081,0.0,0.0,0.0,10384405.1694,0.0,0.0,0.0,0.0,0.0,12182897.4606,0.0,0.0,0.0,0.0,0.0,0.0,25358554.0
tt0450385,0.0,0.0,0.0,0.0,0.0,65119269.9271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66132815.6037,0.0,0.0,0.0,0.0,31802291.0
tt0244970,0.0,0.0,0.0,52122540.5911,0.0,0.0,0.0,0.0,0.0,51520148.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52657374.0
tt1071875,68147479.2753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70123522.458,0.0,69020260.2793,0.0,0.0,0.0,0.0,5061788.0
tt0844471,0.0,0.0,137690328.305,131649499.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122406884.231,0.0,0.0,0.0,0.0,0.0,261190796.0
tt0424993,0.0,0.0,0.0,44202064.7056,0.0,0.0,0.0,0.0,0.0,43540596.6339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5674567.0
tt2465140,0.0,0.0,0.0,26571579.7086,0.0,0.0,0.0,0.0,21764490.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96586508.0
tt0204313,0.0,0.0,0.0,0.0,0.0,71231365.2097,0.0,0.0,0.0,0.0,0.0,77035685.436,0.0,0.0,0.0,75653025.8273,0.0,0.0,79179990.0
tt1616195,0.0,0.0,0.0,0.0,40112505.194,0.0,0.0,51168182.873,43933815.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191652355.0
tt0493464,27091199.9402,0.0,0.0,0.0,31051679.8275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46633700.3457,0.0,0.0,0.0,0.0,26457953.0
tt1588173,0.0,0.0,0.0,67955815.9809,0.0,52924421.2595,0.0,0.0,0.0,65651771.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89023523.0
tt0844479,0.0,0.0,0.0,0.0,0.0,12657162.9235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193010596.0
tt2848292,0.0,0.0,0.0,228548709.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182116879.777,18547025.0
tt2465146,0.0,0.0,0.0,18273090.2659,0.0,0.0,0.0,0.0,17459964.7237,20743666.6981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80795126.0
tt0206275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112310966.71,124970338.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106659550.143,1621577.0
tt0361467,0.0,0.0,0.0,39474176.4656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52593166.8186,0.0,0.0,0.0,0.0,34596472.5319,52955538.0
tt0338325,31717157.5208,0.0,0.0,0.0,32539165.435,0.0,0.0,0.0,34498230.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7526292.0
tt2582846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124809248.533,141849135.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39097024.0
tt2002718,7102278.66017,0.0,0.0,9768835.85099,7829596.47082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15591113.0
tt1055369,385511592.011,388687870.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359206946.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36788983.0
tt0199753,53382541.0582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42122830.4929,61799177.5288,0.0,0.0,0.0,0.0,0.0,0.0,7640399.0
tt1601913,54242322.9478,57411222.5395,0.0,0.0,0.0,0.0,0.0,0.0,53270027.0709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22705389.0
tt0362165,0.0,0.0,0.0,51103778.4422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47106082.5778,53687155.9889,0.0,0.0,0.0,0.0,27525384.0
tt0348836,0.0,0.0,0.0,0.0,0.0,77857653.6216,0.0,0.0,0.0,0.0,0.0,83661401.2113,0.0,0.0,0.0,83599266.8867,0.0,0.0,20405407.0
tt0263488,0.0,0.0,0.0,0.0,0.0,55102622.5644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63564848.8223,0.0,0.0,116698662.0
tt0199626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15425127.7937,0.0,0.0,0.0,14475263.7763,0.0,0.0,34498106.0
tt1226774,0.0,0.0,0.0,13119516.9622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51183877.0
tt0783233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29279635.1093,27349459.7987,0.0,0.0,0.0,0.0,0.0,18898541.2938,0.0,0.0,12207992.0
tt0372183,219038974.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211944597.828,0.0,0.0,0.0,214459012.6,0.0,0.0,65935194.0
tt0796375,0.0,0.0,0.0,14230482.2493,11069040.3548,0.0,0.0,0.0,0.0,16080926.9168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86372752.0
tt0307453,0.0,193383076.609,222825885.239,224244149.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5268699.0
tt1583420,0.0,0.0,0.0,42524419.4006,0.0,0.0,0.0,0.0,38112751.2462,43075300.8478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5487862.0
tt1583421,132539775.018,142985896.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125021004.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4220228.0
tt0184791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30525730.9924,36426340.9617,0.0,32072166.7241,0.0,0.0,0.0,0.0,0.0,0.0,90859871.0
tt0846308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16784155.4254,0.0,0.0,0.0,32801447.6094,0.0,0.0,0.0,0.0,0.0,142867280.0
tt1034389,25916199.4449,33765109.5264,0.0,0.0,0.0,0.0,0.0,0.0,28886322.8881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197695485.0
tt1742334,14720545.1721,0.0,0.0,0.0,16358640.7818,0.0,0.0,0.0,21194259.4953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650250.0
tt1306980,0.0,0.0,0.0,24737935.5673,0.0,0.0,0.0,0.0,19538569.0266,25936430.1511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65773720.0
tt1787759,0.0,0.0,0.0,90122293.1659,0.0,0.0,0.0,0.0,76221677.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051703.0
tt1535108,99768660.5756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119869194.584,0.0,91866573.1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234663392.0
tt1397514,86161714.076,93799641.535,0.0,103555950.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100672923.0
tt1095217,0.0,0.0,0.0,0.0,15283248.6507,0.0,0.0,0.0,21350617.6233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44088158.0
tt0207201,0.0,0.0,0.0,193703538.929,0.0,0.0,0.0,0.0,0.0,179326088.738,0.0,0.0,0.0,168544603.246,0.0,0.0,0.0,0.0,19058904.0
tt2369135,54558372.8979,0.0,0.0,0.0,58306404.7602,0.0,0.0,0.0,65137802.9412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067774.0
tt0220099,0.0,0.0,55140062.2745,51824805.6358,0.0,0.0,0.0,0.0,49106742.9936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40311885.0
tt0217630,0.0,0.0,0.0,35491684.4034,0.0,0.0,0.0,0.0,0.0,36663787.2672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45366777.0
tt1320244,0.0,0.0,0.0,0.0,0.0,47743173.0204,0.0,0.0,47469142.292,0.0,0.0,53248606.5464,0.0,0.0,0.0,0.0,0.0,0.0,14955417.0
tt0304415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72235072.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1774762.0
tt2247692,0.0,0.0,0.0,0.0,0.0,0.0,15251896.3117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59504185.0
tt0770752,77766554.9042,86843683.9919,0.0,93952554.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4929366.0
tt1482459,0.0,215419046.459,249572259.323,252118879.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7751947.0
tt0390022,80541222.7352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81560695.1876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92817763.8484,0.0,61921544.0
tt0382992,68052961.369,89472524.2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56656376.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124226937.0
tt1764651,95312629.4325,105739205.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98773589.7882,0.0,0.0,0.0,0.0,0.0,0.0,17187565.0
tt0122459,0.0,0.0,0.0,46827505.9089,0.0,0.0,0.0,0.0,44105657.0366,46956350.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878132804.0
tt1591095,0.0,0.0,0.0,0.0,0.0,30476380.9427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26559159.8739,0.0,37001973.4373,0.0,0.0,15470312.0
tt0290002,0.0,0.0,0.0,222424049.079,0.0,0.0,0.0,0.0,0.0,203564683.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22940296.0
tt0301727,0.0,0.0,0.0,0.0,0.0,0.0,32306358.4266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416085391.0
tt0268397,77831864.6986,81839239.8385,91124134.5849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282656952.0
tt0914797,0.0,0.0,0.0,14516007.3398,0.0,0.0,0.0,0.0,14099155.3232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33141566.0
tt0800069,0.0,0.0,0.0,0.0,0.0,47022752.8225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20059594.0
tt0400717,0.0,101820716.38,114710073.45,112521335.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146343637.0
tt1411697,0.0,0.0,0.0,313912110.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33161126.0
tt1980209,0.0,0.0,0.0,62780072.7495,55123654.11,0.0,0.0,0.0,52931006.4396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16064747.0
tt0337876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24624760.7398,25033077.1663,0.0,0.0,0.0,0.0,0.0,18932423.2375,0.0,0.0,1353354.0
tt0266391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15941962.7812,17543642.7278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9063433.0
tt0264464,0.0,0.0,0.0,0.0,134477705.998,0.0,0.0,177031113.794,136033332.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60233074.0
tt1956620,0.0,0.0,0.0,48580237.5665,0.0,0.0,0.0,0.0,0.0,48982406.9196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9267744.0
tt0897361,0.0,0.0,0.0,0.0,16193107.6553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15213624.0423,0.0,17622673.6152,0.0,0.0,2364860.0
tt0462499,64602062.9596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66474179.4924,0.0,0.0,0.0,0.0,0.0,0.0,8167096.0
tt0279493,53340713.6498,0.0,0.0,62790098.8283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107423435.0
tt1037705,125809290.023,132019377.178,0.0,0.0,0.0,0.0,0.0,0.0,134193166.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19705774.0
tt1288558,0.0,0.0,0.0,0.0,0.0,63660763.7464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6093941.0
tt1142988,0.0,0.0,0.0,104260364.833,0.0,0.0,0.0,0.0,0.0,97901199.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78168463.0
tt0144964,35390080.7878,46527353.2368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37795314.6928,0.0,0.0,0.0,0.0,962181900.0
tt0323944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14930564.4376,0.0,0.0,0.0,0.0,0.0,13803847.8749,0.0,0.0,0.0,23077338.0
tt0458339,216831220.383,223252294.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204255443.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735606.0
tt1067774,0.0,55453440.2561,0.0,48899113.2126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62873535.2632,0.0,0.0,0.0,0.0,0.0,121728566.0
tt0808357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19238617.9843,19744514.4581,0.0,15694092.6588,0.0,0.0,0.0,0.0,0.0,0.0,22648745.0
tt0373926,0.0,0.0,0.0,0.0,104336768.662,0.0,0.0,0.0,0.0,0.0,0.0,101465001.457,0.0,0.0,0.0,97895241.2268,0.0,0.0,32239015.0
tt0389722,0.0,0.0,0.0,0.0,0.0,50685749.8282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25235008.0
tt1832382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11429354.2303,0.0,0.0,0.0,0.0,0.0,0.0,11641153.0046,0.0,0.0,181340821.0
tt2691524,0.0,0.0,28057872.5806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108446203.0
tt2132285,0.0,0.0,0.0,0.0,11867192.3082,0.0,0.0,15130254.3474,15213290.7485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105969766.0
tt0384793,0.0,0.0,0.0,39237999.3238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155866.0
tt1413495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16656953.4368,0.0,0.0,13865028.323,0.0,0.0,0.0,0.0,0.0,0.0,199366989.0
tt0160797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89621930.9466,0.0,0.0,77858837.3465,0.0,0.0,0.0,0.0,0.0,0.0,264519247.0
tt0216772,12292920.1402,0.0,0.0,0.0,12074730.8601,0.0,0.0,0.0,16927100.6425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36260154.0
tt1366365,9018035.16909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11641648.188,0.0,0.0,0.0,0.0,0.0,0.0,127545505.0
tt0267626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101631220.759,0.0,0.0,79354531.5834,0.0,0.0,113353172.605,0.0,0.0,0.0,23292560.0
tt0280707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32137550.9954,0.0,0.0,0.0,0.0,0.0,0.0,26096801.0159,0.0,0.0,15817074.0
tt0404030,0.0,0.0,0.0,14998746.3709,0.0,0.0,0.0,0.0,15247755.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83474489.0
tt0208092,0.0,0.0,0.0,45640716.3425,39341378.3707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11864936.0
tt0433383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16516890.031,16682350.9957,0.0,0.0,0.0,0.0,0.0,13932346.0709,0.0,0.0,0.0,48669032.0
tt0236493,0.0,102274828.398,0.0,111680089.863,97902238.5184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59518392.0
tt1538403,0.0,0.0,0.0,0.0,0.0,27615012.8136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32215859.2327,0.0,28988009.8542,0.0,0.0,57897380.0
tt0367085,0.0,0.0,0.0,37053642.2045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13908653.0
tt0271263,0.0,0.0,55933426.7742,50836256.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203956932.0
tt1340138,90683157.1541,106670216.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82765517.1862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59748787.0
tt0134084,0.0,0.0,0.0,0.0,0.0,144831954.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158026499.729,0.0,0.0,17687604.0
tt0242653,224994636.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203164142.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116682079.0
tt0335013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20430127.1031,20623336.5193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13891688.7723,33474398.0
tt0219952,0.0,0.0,0.0,42339021.256,36242038.8284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4880414.0
tt2235779,0.0,0.0,0.0,0.0,0.0,5888807.19623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4363679.0
tt0279781,0.0,0.0,0.0,21989091.6952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36218329.0
tt0355295,67433094.3149,81817376.1672,0.0,85129467.9106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37017808.0
tt0401711,0.0,0.0,0.0,16972493.1762,0.0,0.0,0.0,0.0,18437989.2352,19154691.2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13735086.0
tt0328589,0.0,0.0,0.0,54714481.3255,0.0,0.0,0.0,0.0,48911020.9821,53020855.3341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195958449.0
tt2891174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14720854.7108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19896397.0
tt1911644,0.0,0.0,0.0,0.0,47646166.7833,0.0,0.0,0.0,0.0,0.0,0.0,47122656.6468,0.0,0.0,0.0,0.0,0.0,0.0,53950837.0
tt0405422,0.0,0.0,0.0,92472753.9911,0.0,0.0,0.0,0.0,0.0,86815745.4434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24786545.0
tt0361309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13145573.0592,15593964.3621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50624374.0
tt1126591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46367532.5225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47682032.0316,135978344.0
tt0364569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11476087.3273,0.0,0.0,11703599.0666,0.0,0.0,0.0,11887954.4809,0.0,0.0,168779434.0
tt0363988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73055198.8964,0.0,0.0,0.0,72732977.8636,0.0,0.0,9365854.0
tt1604171,0.0,0.0,0.0,8382752.45966,0.0,0.0,0.0,0.0,6023268.42865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44680516.0
tt2387559,0.0,0.0,0.0,22694132.1741,0.0,0.0,0.0,0.0,21015186.8114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601737901.0
tt1232829,110462319.809,0.0,0.0,127663556.761,112256558.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24428530.0
tt1758692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11498328.1979,14449276.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101168595.0
tt0184907,0.0,64871178.8997,0.0,70824364.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81972365.0957,0.0,0.0,0.0,0.0,0.0,109863105.0
tt0388419,0.0,0.0,0.0,104741074.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102782561.601,0.0,0.0,0.0,0.0,0.0,106541341.0
tt0473308,0.0,0.0,0.0,13142924.9844,0.0,0.0,0.0,0.0,12355536.0466,14931875.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88215592.0
tt0126029,0.0,188817756.856,215711744.166,217873989.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9122755.0
tt0256380,0.0,0.0,0.0,118327344.278,0.0,0.0,0.0,0.0,105230114.14,0.0,0.0,0.0,0.0,99590471.8066,0.0,0.0,0.0,0.0,84317541.0
tt0159273,84222971.1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89955738.1497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38288217.0
tt2006295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16067688.089,18019336.3487,0.0,0.0,0.0,0.0,0.0,29177629.1756,0.0,0.0,0.0,172661766.0
tt0486551,0.0,0.0,0.0,23897798.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16077991.0
tt0472399,34348144.1545,0.0,0.0,0.0,36387121.8402,0.0,0.0,0.0,0.0,0.0,0.0,37293207.8717,0.0,0.0,0.0,0.0,0.0,0.0,262911347.0
tt0346156,67088876.7765,78495399.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67874165.2432,0.0,0.0,22129419.0
