Gross,OpeningWeekend,Screens,budget,imdb_rating,metascore,popularity,tomatoMeter,tomatoRating,ttnumber,userMeter,userrating,userreviews
5533290,-0.677005575507,-1.32678206274,-0.402772662937,1.29004997955,1.58207053558,1.03227729348,1.22707168757,1.47082687426,tt2013293,1.21685498494,1.62896943843,-0.152775982706
426860880,-0.679916705568,-1.34140976533,1.95033803252,1.10409264112,1.09020574785,-1.37543543787,1.26260238998,1.33709588223,tt2294629,1.32476149522,2.07133331571,-0.0747532743262
21065543,-0.415159781747,-0.228972983551,-0.526318428406,1.19707131033,1.41811560633,1.91881790179,1.47578660442,1.33709588223,tt1568921,1.27080824008,1.62896943843,-0.142169486955
36652967,-0.208282484314,-0.127310450568,-0.353357327987,0.639199295032,0.325082744715,-0.0867372854816,0.125619912959,0.133516953952,tt0472033,-0.347789414019,0.0806958679715,-0.0807885354198
120548238,-0.654726465803,-1.3406783802,1.24087517104,0.639199295032,1.03555410477,0.0194083860029,1.08494887795,1.13649939418,tt0780521,0.677322433577,0.744241683883,-0.0867503039948
338322141,2.36466253641,-1.33994699507,2.72882549118,1.75494332563,1.85532875098,-0.820039424399,1.58237871164,2.00575084239,tt1049413,1.54057451576,0.96542362252,0.17404247421
18152277,-0.521995240867,-0.664147135527,-0.236121299112,1.19707131033,1.74602546482,0.744487972904,1.3691944972,1.27023038622,tt0876563,1.16290172981,1.18660556116,-0.132139006153
72059857,-0.669779371368,-1.33848422481,0.00379053397,0.918135302682,1.58207053558,-0.447034564746,1.04941817554,1.00276840215,tt0121164,0.839182198987,0.301877806609,-0.00579455079724
6568847,-0.66680434622,-1.3158112858,-0.374921826181,1.66196465642,1.41811560633,-0.784159197418,1.19154098517,1.2033648902,tt0347149,1.70243428117,1.62896943843,-0.088420664144
122545818,-0.67370144211,-1.3406783802,2.39305845932,0.360263287381,-0.330736972256,1.16458563047,-0.549463432772,-0.133945030111,tt0328880,0.137789882211,-0.140486070666,-0.106730007835
15376680,-0.663252983506,-1.32312513709,-0.455883947959,2.03387933328,2.18323860947,-1.30741250755,1.54684800924,1.93888534637,tt0245429,1.86429404658,1.85015137707,-0.066469696824
128603695,-0.670433742507,-1.3406783802,2.38894789834,0.360263287381,-0.112130399933,0.380453169996,-0.158625706296,-0.133945030111,tt0230011,-0.509649179428,-1.02521382521,-0.0577052286529
